,,0
Bonner,21,1.2482473157520695
Bonner,22,16.315209457772315
Bonner,23,19.78372356568004
Bonner,24,11.427261202773563
Bonner,25,11.665674279238615
Bonner,26,20.732093809423198
Bonner,27,7.571235810460404
Bonner,28,2.713299272035803
Bonner,29,5.573896049017536
Bonner,30,2.6364692776059773
Bonner,31,0.3328899602404779
