,,0
lula2022,21,7.009488827670646
lula2022,22,5.922865013774105
lula2022,23,6.802877257422713
lula2022,24,4.216406489133762
lula2022,25,10.720844811753903
lula2022,26,30.479032751760027
lula2022,27,4.430670339761249
lula2022,28,7.881848790939699
lula2022,29,12.656871747780837
lula2022,30,4.239363330272421
lula2022,31,5.63973063973064
