,,0
DebateNaBand,21,0.0
DebateNaBand,22,0.0
DebateNaBand,23,0.0
DebateNaBand,24,0.0
DebateNaBand,25,0.0
DebateNaBand,26,0.0
DebateNaBand,27,0.0
DebateNaBand,28,13.43730277690123
DebateNaBand,29,74.89547175765226
DebateNaBand,30,10.304413852950457
DebateNaBand,31,1.3628116124960554
