,,0
cirogomes,21,8.967682720641514
cirogomes,22,2.3081010579199073
cirogomes,23,3.8459494710400466
cirogomes,24,7.280083087773538
cirogomes,25,20.12004251002367
cirogomes,26,7.230568571566591
cirogomes,27,7.399400995121008
cirogomes,28,5.777257137336361
cirogomes,29,6.550891261291724
cirogomes,30,23.656345104101252
cirogomes,31,6.863678083184387
