,,0
lula,21,10.061901954559884
lula,22,9.783191994316207
lula,23,9.098037881879884
lula,24,7.955043611022932
lula,25,8.18651459495412
lula,26,8.956509908847671
lula,27,8.22902967363536
lula,28,10.510672229528517
lula,29,8.81006908227896
lula,30,8.857308058591446
lula,31,9.551721010385016
